Horodateur,De quel streamer as-tu suivi la saison en majorité ?,"1 - Héros de la saison

Un joueur reconnu pour son intégrité et son honneur, bien qu'il soit prêt à quelques mensonges pour gagner. Il veut porter la saison vers le haut.","2 - Vilain de la saison

Un joueur prêt à tout pour gagner, même les manigances les plus maléfiques. Mensonges, trahisons et manipulation sont ses mots fétiches.","3 - Best Prémerge

Une personne qui a été éliminé en pre-merge (de 11ème à 18ème) qui vous a particulièrement marquée, que ça soit par son jeu ou juste par simple fait que vous l'appréciez beaucoup !","4 - Mérite de revenir

Le joueur qui devrait ABSOLUMENT avoir une seconde chance car il n'a pas eu le temps de montrer tout ce qu'il avait dans le ventre ou alors que vous l'avez juste adoré et que vous voulez revoir ses prouesses.","5 - Surprise de la saison

Le joueur qui vous a le plus surpris. Au début de la saison, vous vous dites que X n'allait pas faire grand chose/n'allait pas tenir longtemps, et au final, il a accompli bien plus que vous le pensiez !","6 - Best Stratège

Celui qui a fait le plus de stratégies, aussi bien de façon ouverte que dans le dos des gens. Il veut contrôler son destin à 100%, mais aussi celui des autres ...","7 - Best Social

Celui qui a réussi à nouer de nombreuses relations avec les personnes sur le campement. Il veut peut-être avoir beaucoup d'alliances, ou peut tout justement bien s'entendre avec tout le monde par son enthousiasme !","8 - Best Conseil

Quel a été le meilleur conseil de la saison, le plus marquant ? Celui qui a été éliminé à ce conseil emporte cet award ... c'est un bon compromis, non ?","9 - Challenge Beast

Qui est le joueur ayant le plus dominé sur les épreuves lors de la saison ?","10 - Best alliance

Quelle était la meilleure alliance (au moins 3 personnes)
Il y a différentes propositions, mais vous êtes libres d'ajouter une autre alliance, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]/[Pseudo3]/...","11 - Best Rivalité

2 personnes qui ne peuvent pas se saquer ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante :
[Pseudo1]/[Pseudo2])","12 - Best Duo

Le duo qui a marqué la saison ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]","13 - Best Avantage Play

Quel avantage a été le mieux joué selon vous, et a le plus retourné le jeu en la faveur de la personne ?","14 - Worst Avantage Play

A contrario, quel avantage a été le moins bien joué dans la saison ?","15 - Best move

Quel move (pas forcément avec un avantage) a été réalisé cette saison et que vous avez préféré ?","16 - Fan Favorite

Quel a été le joueur que vous avez globalement adoré, peu importe les critères.
LE joueur parmi les joueurs !","17 - Meme de la saison

Le meme de la saison. Une chose drôle à laquelle on pense DIRECTEMENT quand on parle de la S21 !",Si vous devriez mettre une note à la saison ...,(Si vous voulez mettre un petit commentaire sur la saison)
22/03/2025 20:16:00,Guill,8 - Jimmy,11 - Laupok,15 - Martin (Ponk),15 - Martin (Ponk),11 - Laupok,7 - Guill,? - Humility,7 - Guill,? - Mathox,Guill/Jimmy/Humility/Julgane,Flannou/Jimmy,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",7 - Guill,Mathox qui construit son Harem,13/20,
22/03/2025 20:16:05,Mathox,? - Mathox,? - Anaee,12 - Kao,12 - Kao,? - Julgane,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Lvcyd qui vole tout sur les épreuves,18/20,"Merci c'était trop bien à suivre, même si ça pouvait rendre ""mal"" certains streamer lors des Conseils, ou le fait de trahir, mais c'est le jeu et c'est aussi pour ça que c'était incroyable à regarder et que c'était tellement divertissement. 
Merci beaucoup !"
22/03/2025 20:16:08,Mathox,? - Mathox,8 - Jimmy,12 - Kao,12 - Kao,? - Anaee,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Flannou/Lvcyd,Flannou/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Mathox sauve Lvcyd avec son propre idol et élimine Guill,5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,16/20,"Exepté la mauvaise ambiance après l'élimination de Guill, les épreuves et tout le reste était incroyable même pour les viewers la saison Survivor a été extrêmement prenante."
22/03/2025 20:16:09,Mathox,? - Mathox,? - Mathox,12 - Kao,11 - Laupok,? - Mathox,? - Mathox,5 - Lvcyd,12 - Kao,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Mathox qui construit son Harem,15/20,Best évent dommage la fin car il peut pas avoir de retournement de situation par exemple des épreuves ou le dernier est éliminé 
22/03/2025 20:16:10,Guill,11 - Laupok,6 - Flannou,16 - Sundae,8 - Jimmy,? - Humility,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Lvcyd/Clem,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Mathox qui construit son Harem,20/20,
22/03/2025 20:16:20,Guill,? - Humility,? - Mathox,16 - Sundae,10 - DemaZelle,? - Anaee,7 - Guill,? - Anaee,6 - Flannou,? - Mathox,Anaee/Julgane/Humility,Mathox/Guill,Anaee/Julgane,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,
22/03/2025 20:23:38,ThatDanmGirl (Clem),11 - Laupok,? - Julgane,18 - Cizayoxy,6 - Flannou,11 - Laupok,10 - DemaZelle,11 - Laupok,15 - Martin (Ponk),? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Guill,Mathox/Lvcyd,,Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les verts ont tout perdu,18/20,la prochaine fois prenez un psy pour tout le monde ...
22/03/2025 20:16:34,Guill,11 - Laupok,11 - Laupok,16 - Sundae,8 - Jimmy,5 - Lvcyd,? - Mathox,5 - Lvcyd,10 - DemaZelle,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Mathox/Lvcyd,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,le jeu est injouable a la fin a cause des colliers
22/03/2025 20:16:39,Mathox,7 - Guill,? - Mathox,12 - Kao,15 - Martin (Ponk),? - Mathox,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,17/20,"Banger ! 
Bravo à tout le staff, l'organisation et aux participants !
C'est la première fois que je vis autant une aventure/event Minecraft. J'avais les yeux de MathoX et avais l'impression de vivre la chose avec lui. J'ai adoré, et ai essayé d'être le plus objectif dans mes réponses (avec le point de vue de MathoX du coup 😅).
Bonne soirée à vous, et bon courage pour la suite !!"
22/03/2025 20:16:39,Guill,7 - Guill,11 - Laupok,16 - Sundae,15 - Martin (Ponk),? - Humility,? - Mathox,? - Humility,16 - Sundae,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,DemaZelle/Laupok,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Kao et ses vannes sur tout (notamment les champignons),16/20,
22/03/2025 20:16:42,Mathox,11 - Laupok,6 - Flannou,15 - Martin (Ponk),11 - Laupok,? - Humility,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Mathox qui construit son Harem,15/20,"Pas mal ! J’aimerais bien une nouvelle saison avec des streamers non joueur Minecraft, ça serait si drôle ! Merci "
22/03/2025 20:16:48,Mathox,7 - Guill,? - Mathox,12 - Kao,12 - Kao,6 - Flannou,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,17/20,
22/03/2025 20:16:50,Guill,11 - Laupok,? - Mathox,17 - Gomart,15 - Martin (Ponk),? - Julgane,? - Mathox,7 - Guill,10 - DemaZelle,? - Mathox,,Laupok/Martin,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,
22/03/2025 20:16:51,Guill,? - Humility,6 - Flannou,15 - Martin (Ponk),7 - Guill,? - Humility,? - Mathox,? - Humility,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Les Hwasan développent une addiction aux croissants,16/20,
22/03/2025 20:16:53,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),11 - Laupok,? - Mathox,7 - Guill,10 - DemaZelle,? - Mathox,Anaee/Julgane/Guill/Jimmy,Laupok/Martin,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Lvcyd qui vole tout sur les épreuves,14/20,Super saison avec beaucoup de rebondissement dommage qu'il nait pas eu de destin liée a la fin ça aurait rajouter un peux plus de jeux je trouve en plus foutre la merde dans les alliance et un peux trop de collier je trouve qui ont un peu niquer l'aventure 
22/03/2025 20:16:56,Guill,7 - Guill,11 - Laupok,15 - Martin (Ponk),15 - Martin (Ponk),? - Mathox,11 - Laupok,? - Mathox,16 - Sundae,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Guill/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Mathox qui construit son Harem,17/20,"Une saison superbe , des épreuves intéressante, les build magnifiques, en espèrent avoir une nouvelle saison de streamer "
22/03/2025 20:16:56,Guill,? - Mathox,7 - Guill,15 - Martin (Ponk),11 - Laupok,? - Humility,7 - Guill,? - Humility,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Mathox/Lvcyd,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,17/20,
22/03/2025 20:17:00,Mathox,? - Mathox,11 - Laupok,12 - Kao,8 - Jimmy,? - Anaee,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,16/20,
22/03/2025 20:17:01,Guill,9 - Clem (ThatDanmGirl),11 - Laupok,17 - Gomart,15 - Martin (Ponk),11 - Laupok,7 - Guill,11 - Laupok,,,Guill/Lvcyd/Mathox/Humility,Flannou/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,
22/03/2025 20:17:01,Guill,12 - Kao,? - Mathox,12 - Kao,12 - Kao,? - Humility,? - Mathox,? - Humility,8 - Jimmy,? - Mathox,Guill/Jimmy/Julgane/Laupok,Laupok/Martin,Lvcyd/Flannou,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",12 - Kao,Kao et ses vannes sur tout (notamment les champignons),18/20,
22/03/2025 20:17:08,Mathox,5 - Lvcyd,7 - Guill,12 - Kao,17 - Gomart,? - Mathox,? - Humility,5 - Lvcyd,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",5 - Lvcyd,Mathox qui construit son Harem,19/20,"passionnant, gg les createurs btw "
22/03/2025 20:17:09,Mathox,? - Mathox,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),6 - Flannou,7 - Guill,? - Humility,10 - DemaZelle,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Guill,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,19/20,
22/03/2025 21:57:37,Mathox,7 - Guill,? - Mathox,12 - Kao,15 - Martin (Ponk),? - Mathox,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Jimmy,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,15/20,
22/03/2025 20:18:01,Mathox,? - Mathox,? - Anaee,12 - Kao,9 - Clem (ThatDanmGirl),? - Humility,? - Mathox,5 - Lvcyd,6 - Flannou,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,16/20," Incroyable saison, j’attends la prochaine avec impatience "
22/03/2025 20:17:18,Mathox,? - Mathox,? - Humility,12 - Kao,12 - Kao,5 - Lvcyd,? - Mathox,6 - Flannou,5 - Lvcyd,? - Mathox,Anaee/Julgane/Guill/Jimmy,Lvcyd/Humility,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),changement d'allaince d' Anaee,? - Mathox,Lvcyd qui vole tout sur les épreuves,17/20,"première fois que je regarde, et franchement mieux que l'IRL, BRAVO."
22/03/2025 20:17:24,Guill,? - Humility,11 - Laupok,16 - Sundae,15 - Martin (Ponk),11 - Laupok,11 - Laupok,? - Humility,14 - Chloe,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Mathox qui construit son Harem,19/20,
22/03/2025 20:17:30,Mathox,? - Mathox,? - Anaee,12 - Kao,8 - Jimmy,11 - Laupok,7 - Guill,7 - Guill,7 - Guill,? - Mathox,Laupok/Flannou/Jimmy,Anaee/Mathox,Mathox/Lvcyd,,Ponk ne joue pas son idol (F15),Mathox joue son idol sur Lvcyd (F7),? - Mathox,Lvcyd qui vole tout sur les épreuves,17/20,
22/03/2025 20:17:31,Guill,11 - Laupok,? - Mathox,16 - Sundae,15 - Martin (Ponk),? - Humility,15 - Martin (Ponk),? - Humility,6 - Flannou,? - Mathox,Guill/Lvcyd/Mathox/Humility,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,Mathox qui construit son Harem,20/20,"Fantastique, hâte de la prochaine !"
22/03/2025 20:17:36,Guill,7 - Guill,? - Mathox,12 - Kao,8 - Jimmy,? - Humility,? - Mathox,? - Anaee,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",7 - Guill,Lvcyd qui vole tout sur les épreuves,18/20,
22/03/2025 20:17:37,Guill,7 - Guill,11 - Laupok,12 - Kao,8 - Jimmy,? - Humility,7 - Guill,? - Humility,10 - DemaZelle,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F8),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Kao et ses vannes sur tout (notamment les champignons),15/20,
22/03/2025 20:17:41,Flannou,? - Mathox,11 - Laupok,17 - Gomart,6 - Flannou,? - Anaee,? - Mathox,? - Humility,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Les verts ont tout perdu,17/20,
22/03/2025 20:17:45,Anaee,17 - Gomart,17 - Gomart,17 - Gomart,17 - Gomart,? - Anaee,? - Anaee,17 - Gomart,17 - Gomart,? - Anaee,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),17 - Gomart,Anaee et ses schémas de stratégies,14/20,
22/03/2025 20:17:48,Mathox,7 - Guill,? - Mathox,12 - Kao,15 - Martin (Ponk),5 - Lvcyd,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Laupok/Gomart,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,"Les propositions de Lvcyd, Julgane, Kao et Mathox... mais préférence pour Lvcyd qui vole tout",15/20,Banger
22/03/2025 20:17:55,Lvcyd,5 - Lvcyd,11 - Laupok,12 - Kao,6 - Flannou,? - Anaee,? - Humility,5 - Lvcyd,12 - Kao,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Kao et ses vannes sur tout (notamment les champignons),17/20,
22/03/2025 20:17:59,Mathox,7 - Guill,? - Mathox,13 - Lapin,? - Mathox,? - Anaee,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,"""Les croissants c'est des pommes retexturées, ça a moins de saturation que le pain."" - MathoX",18/20,"Dommage qu'à la fin personne ne veuille se battre pr la win à part MathoX et peut être rajouter une épreuve destins liés pour plus de croustillant. C'était top merci bcp. J'ai bien aimé. Gros GG pour les épreuves, toutes incroyables. "
22/03/2025 20:18:05,Mathox,? - Mathox,11 - Laupok,12 - Kao,7 - Guill,? - Mathox,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Mathox/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Mathox,Kao et ses vannes sur tout (notamment les champignons),13/20,"saison très intéressante, petit bémol sur la fin ou personne ne veut gagner. Mais c'est du au joueur. 
Les épreuves de confort qui n'ont pas vraiment d'importance ou sont juste une seconde immunité c'étais pas fou.
sinon le reste, l'ambiance des joueurs et tout big banger"
22/03/2025 20:18:15,Lvcyd,? - Mathox,? - Anaee,16 - Sundae,11 - Laupok,? - Humility,? - Mathox,? - Humility,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,17/20,"Merci au staff, qui fait vraiment un super travail ! (ps : pensez à engager une psy, ou a proposer des parloir pour que les joueurs puissent vider leur sac à la caméra à tout moment)"
22/03/2025 20:18:19,Lvcyd,5 - Lvcyd,11 - Laupok,13 - Lapin,15 - Martin (Ponk),11 - Laupok,11 - Laupok,7 - Guill,5 - Lvcyd,? - Mathox,Mathox/Kao/Clem/Lucyd,Mathox/Guill,Lvcyd/Clem,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,18/20,
22/03/2025 20:18:27,Mathox,7 - Guill,? - Mathox,12 - Kao,9 - Clem (ThatDanmGirl),? - Mathox,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Julgane qui a passé sa vie à random.org au lieu de créer du content,18/20,"vous êtes trop les goats, gros coeur sur vous tous (et maarcouscous si tu lis ça j'adore ton pseudo à chaque fois que je te fois sur l'écran je suis obligée de crier maarcouscous à voix haute (oui j'ai un problème mental mdr))"
22/03/2025 20:18:28,Laupok,7 - Guill,15 - Martin (Ponk),15 - Martin (Ponk),11 - Laupok,? - Mathox,6 - Flannou,? - Mathox,15 - Martin (Ponk),? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les verts ont tout perdu,16/20,
22/03/2025 20:20:27,Mathox,5 - Lvcyd,? - Mathox,12 - Kao,13 - Lapin,? - Mathox,? - Mathox,? - Julgane,10 - DemaZelle,? - Mathox,Mathox/Kao/Clem/Lucyd,Laupok/Martin,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",12 - Kao,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,"C'était vraiment stylé, le staff et le casting étaient très bon.
Une excellente découverte.

Petit points négatifs : 
- les éliminations hors rp qui ont fait vriller la saison (clem et kao)
- la fin de la saison sans retournement de situation car l'alliance bisounours prend la majorité et ne réfléchit absolument pas de manière stratégique/ logique et sans avoir pour objectif de gagner mais c'est le jeu fallait pas sortir tous les stratèges."
22/03/2025 20:19:13,Guill,8 - Jimmy,? - Mathox,15 - Martin (Ponk),11 - Laupok,5 - Lvcyd,7 - Guill,? - Julgane,9 - Clem (ThatDanmGirl),? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les Hwasan développent une addiction aux croissants,17/20,
22/03/2025 20:19:21,Mathox,5 - Lvcyd,? - Mathox,,7 - Guill,,? - Mathox,? - Humility,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,19/20,
22/03/2025 20:19:34,Guill,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),15 - Martin (Ponk),? - Mathox,7 - Guill,? - Julgane,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",15 - Martin (Ponk),Mathox qui construit son Harem,16/20,
22/03/2025 20:20:25,Commu Survisland,7 - Guill,? - Humility,12 - Kao,17 - Gomart,5 - Lvcyd,? - Mathox,? - Mathox,10 - DemaZelle,? - Mathox,Mathox/Kao/Clem/Lucyd,Laupok/Martin,Mathox/Kao,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",17 - Gomart,Mathox qui détruit le sceau d'eau avec les  champs et qui se fait engueuler par les filles,14/20,
22/03/2025 20:19:50,Guill,? - Humility,? - Mathox,13 - Lapin,7 - Guill,? - Humility,? - Mathox,? - Humility,11 - Laupok,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Humility,Lvcyd qui vole tout sur les épreuves,17/20,
22/03/2025 20:20:18,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),11 - Laupok,? - Anaee,? - Mathox,5 - Lvcyd,6 - Flannou,? - Mathox,Guill/Lvcyd/Mathox/Humility,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Anaee,Mathox qui construit son Harem,17/20,
22/03/2025 20:20:28,Guill,5 - Lvcyd,? - Mathox,12 - Kao,15 - Martin (Ponk),? - Mathox,? - Mathox,? - Humility,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Humility,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Mathox qui construit son Harem,16/20,"Merci beaucoup pour cette saison, malheureusement ce sont des gens qui ne veulent pas gagner qui arrivent à la fin mdrrr. Nan vraiment, merci pour toute cette orga, c'était vraiment trop cool à regarder. (J'ai regardé toutes les pov de Guill, Mathou et Lvcyd, je ne me lasse pas mdr)"
